01	1556
02	1366
03	1472
04	1419
05	1358
06	1304
07	1260
08	1342
09	1247
10	1202
100055	1
100170	1
10019	1
100195	1
100199	1
100233	1
100367	1
100377	1
100407	1
100515	1
100563	1
100578	1
100585	1
100604	1
100768	1
100778	1
100936	1
100943	1
100956	1
100996	1
10105	1
101089	1
101113	1
101217	1
101238	1
101268	1
101333	1
101358	1
101365	1
101381	1
10139	1
101495	1
101496	1
101615	1
101661	1
101680	1
101682	1
101860	1
101941	1
102117	1
102256	1
102308	1
102324	1
102329	1
102343	1
102356	1
10240	1
102408	1
102424	1
102425	1
102528	1
102642	1
102717	1
102768	1
102773	1
102826	1
102894	1
10298	1
103053	1
103068	1
103099	1
103101	1
103124	1
103168	1
103169	1
103182	1
103200	1
103208	1
103249	1
103297	1
103317	1
103396	1
103429	1
103441	1
103443	1
103512	1
103527	1
103542	1
103548	1
103613	1
103638	1
103687	1
103725	1
103785	1
103814	1
103834	1
103871	1
103900	1
103912	1
104063	1
10408	1
104085	1
104117	1
104141	1
104149	1
104186	1
10423	1
104252	1
104268	1
104333	1
104350	1
104451	1
104475	1
104500	1
104538	1
104569	1
104617	1
104639	1
104653	1
104659	1
104853	1
104871	1
104954	1
105048	1
105066	1
105092	1
105200	1
105260	1
105277	1
105345	1
105403	1
105411	1
10543	1
105435	1
105452	1
105516	1
10552	1
105652	1
105669	1
105856	1
105885	1
105909	1
105941	1
105953	1
105982	1
106024	1
106065	1
106366	1
106379	1
106388	1
106507	1
106580	1
106631	1
106683	1
106688	1
106698	1
106704	1
106806	1
10684	1
106921	1
106944	1
106947	1
10697	1
107004	1
107022	1
107028	1
107056	1
107071	1
107174	1
107178	1
107196	1
107220	1
107222	1
107259	1
107571	1
107664	1
107729	1
107817	1
107836	1
107903	1
108012	1
108045	1
108068	1
108154	1
108187	1
108201	1
108204	1
108388	1
108425	1
108443	1
108510	1
10854	1
108577	1
108611	1
108618	1
108645	1
108665	1
108666	1
108697	1
108895	1
108934	1
108961	1
109022	1
109138	1
10914	1
109143	1
109162	1
109299	1
109364	1
109371	1
109402	1
109437	1
109445	1
109458	1
109459	1
109482	1
109633	1
109673	1
109715	1
109736	1
109779	1
109877	1
109889	1
11	1066
11107	1
11115	1
11177	1
11213	1
11254	1
11315	1
11325	1
11336	1
11342	1
11351	1
11456	1
11479	1
11557	1
11697	1
11754	1
11829	1
11873	1
11884	1
11926	1
12	1167
12015	1
12090	1
12117	1
12196	1
12259	1
12299	1
12364	1
12389	1
12474	1
12495	1
12550	1
12643	1
12666	1
12670	1
12712	1
12740	1
12756	1
12786	1
12788	1
12889	1
13	387
13159	1
13189	1
13206	1
13218	1
13246	1
13344	1
13357	1
13359	1
13469	1
13551	1
13591	1
13805	1
13818	1
13819	1
13822	1
13839	1
13905	1
13919	1
13940	1
13974	1
14	353
14025	1
14084	1
14109	1
14140	1
14170	1
14176	1
14214	1
14216	1
14308	1
14326	1
14386	1
14420	1
14452	1
14564	1
14576	1
14657	1
14715	1
14737	1
14758	1
14772	1
14832	1
14901	1
14916	1
15	347
15007	1
15124	1
15169	1
15200	1
15308	1
15368	1
15426	1
15436	1
15439	1
15450	1
15572	1
15596	1
15713	1
15929	1
15963	1
15972	1
15986	1
16	356
16114	1
16156	1
16166	1
16244	1
16259	1
16308	1
16564	1
16623	1
16665	1
16692	1
16772	1
16816	1
16855	1
16938	1
16960	1
16981	1
17	384
17034	1
17077	1
17116	1
17229	1
17231	1
17501	1
17551	1
17630	1
17706	1
17721	1
17740	1
17789	1
17839	1
17882	1
17883	1
17963	1
18	379
18000	1
18012	1
18087	1
18107	1
18169	1
18235	1
18270	1
18279	1
18293	1
18355	1
18510	1
18518	1
18568	1
18586	1
18707	1
18720	1
18754	1
18781	1
18819	1
18841	1
18844	1
19	383
19039	1
19056	1
19063	1
19074	1
19090	1
19116	1
19152	1
19283	1
19289	1
19405	1
19423	1
19459	1
19477	1
1952	417
1953	424
1954	444
1955	441
1956	433
1957	410
1958	430
1959	451
1960	446
1961	427
1962	420
1963	452
1964	420
1965	50
19714	1
19799	1
19810	1
19854	1
19908	1
1998	4138
1999	1514
20	372
2000	13
200007	1
200067	1
200103	1
200154	1
200159	1
200273	1
200412	1
200436	1
200477	1
200606	1
200670	1
200701	1
200723	1
200725	1
200732	1
200738	1
200746	1
200748	1
200860	1
201016	1
201075	1
201123	1
201131	1
201197	1
201236	1
201271	1
201292	1
201297	1
20131	1
201337	1
201399	1
201452	1
20151	1
201562	1
201605	1
201623	1
201667	1
201689	1
201702	1
201719	1
201741	1
201780	1
201805	1
201866	1
201945	1
201978	1
202026	1
202049	1
202076	1
202093	1
202156	1
202221	1
202354	1
202378	1
202491	1
202501	1
202563	1
202588	1
202596	1
202635	1
202678	1
202819	1
202822	1
202832	1
202939	1
203127	1
203201	1
20322	1
203220	1
203241	1
203299	1
203423	1
203435	1
203475	1
203594	1
203702	1
203745	1
203757	1
203800	1
203890	1
203921	1
203971	1
204073	1
20409	1
204118	1
204238	1
204250	1
204394	1
204438	1
204467	1
204468	1
204490	1
204550	1
204596	1
204700	1
204738	1
204761	1
204790	1
204857	1
204873	1
204879	1
204929	1
204931	1
205023	1
205048	1
205099	1
205132	1
205141	1
205186	1
205281	1
205387	1
205393	1
205474	1
205488	1
205527	1
205685	1
205688	1
205701	1
205801	1
205807	1
205884	1
205927	1
205933	1
205946	1
205967	1
206265	1
206348	1
206375	1
206393	1
206431	1
206542	1
206569	1
206585	1
206613	1
20665	1
206693	1
206696	1
206722	1
206739	1
206751	1
206755	1
206773	1
206839	1
206869	1
206877	1
206937	1
206973	1
206975	1
206978	1
207153	1
207171	1
20719	1
207206	1
207220	1
20725	1
207282	1
207402	1
207488	1
207543	1
20764	1
207805	1
207852	1
207857	1
207863	1
207918	1
20792	1
208090	1
20819	1
208225	1
208242	1
208336	1
208363	1
208464	1
208608	1
208609	1
208774	1
208911	1
208970	1
208993	1
208999	1
209037	1
209084	1
209123	1
209131	1
209231	1
209422	1
20945	1
209466	1
209479	1
209485	1
209520	1
209527	1
209538	1
209578	1
209604	1
209624	1
209646	1
209695	1
209705	1
21	356
210036	1
210072	1
210074	1
210132	1
210264	1
210279	1
210299	1
210496	1
210521	1
210535	1
210551	1
210560	1
210658	1
210699	1
21071	1
210768	1
210797	1
210820	1
210831	1
210880	1
210883	1
210957	1
210970	1
211023	1
211058	1
211066	1
211083	1
211086	1
211201	1
211221	1
211231	1
21125	1
211260	1
211320	1
211324	1
211348	1
211404	1
211557	1
211699	1
211731	1
21179	1
211819	1
211828	1
211831	1
211839	1
21188	1
211928	1
211982	1
211986	1
212013	1
212079	1
212089	1
212285	1
212467	1
212480	1
212511	1
212525	1
212572	1
212577	1
212578	1
212601	1
212616	1
212656	1
212682	1
21269	1
212713	1
212741	1
212756	1
212776	1
213202	1
213230	1
213245	1
213311	1
213314	1
213372	1
213448	1
213472	1
213486	1
213517	1
213548	1
21355	1
213599	1
213648	1
213657	1
213664	1
213665	1
213726	1
213737	1
213896	1
213994	1
214048	1
214169	1
214210	1
214288	1
21429	1
214305	1
214323	1
214399	1
21440	1
214465	1
214538	1
21455	1
214554	1
214650	1
214799	1
214972	1
215003	1
215023	1
215043	1
215083	1
215130	1
215140	1
215418	1
215434	1
215644	1
215646	1
21572	1
21574	1
215844	1
215861	1
215908	1
215931	1
215958	1
216030	1
216064	1
216258	1
216285	1
216289	1
216300	1
216322	1
216404	1
216475	1
216483	1
216537	1
216540	1
216551	1
216567	1
216679	1
216768	1
216783	1
216855	1
216888	1
216944	1
216952	1
217011	1
217110	1
217218	1
217328	1
217412	1
217454	1
217488	1
217500	1
21759	1
217637	1
217712	1
217749	1
217759	1
217777	1
21778	1
217896	1
217918	1
217951	1
217984	1
218037	1
218160	1
218204	1
218238	1
218243	1
218265	1
218284	1
218351	1
218381	1
218384	1
218440	1
218465	1
218485	1
218493	1
218530	1
218541	1
218578	1
218664	1
218688	1
218708	1
218720	1
218742	1
218751	1
218780	1
218859	1
218928	1
218968	1
218971	1
218990	1
218999	1
219076	1
219164	1
219304	1
219363	1
219514	1
219555	1
219562	1
219612	1
219675	1
219691	1
22	377
220016	1
22006	1
220091	1
220133	1
22016	1
220247	1
220364	1
220399	1
220400	1
220401	1
220415	1
220461	1
220516	1
220532	1
220550	1
220602	1
22063	1
220755	1
220768	1
220771	1
220779	1
220787	1
220818	1
220825	1
220865	1
220910	1
22094	1
220947	1
220951	1
22098	1
22105	1
221058	1
22106	1
221069	1
221197	1
221283	1
221357	1
22138	1
221438	1
221443	1
22153	1
221537	1
221549	1
221576	1
221618	1
22171	1
221750	1
221917	1
221980	1
222064	1
222080	1
222156	1
222309	1
222313	1
222336	1
222370	1
222463	1
222527	1
222561	1
222753	1
222792	1
222810	1
222883	1
222965	1
222970	1
222983	1
223026	1
223054	1
223098	1
223105	1
223235	1
223239	1
223298	1
223392	1
223416	1
223422	1
223472	1
22349	1
223512	1
223574	1
223575	1
223593	1
223704	1
223712	1
223713	1
223771	1
22378	1
223889	1
224001	1
224011	1
224135	1
224355	1
224420	1
224428	1
224435	1
224560	1
224590	1
224592	1
224632	1
224650	1
224738	1
224761	1
224826	1
224936	1
224979	1
224991	1
225066	1
22513	1
22517	1
225193	1
225237	1
225262	1
225272	1
225309	1
225341	1
225348	1
225456	1
225504	1
225604	1
225643	1
225657	1
225789	1
225867	1
225914	1
225921	1
226116	1
226148	1
226214	1
226415	1
226420	1
226584	1
226630	1
226633	1
226640	1
226644	1
226683	1
226739	1
22679	1
226825	1
226837	1
226869	1
22689	1
226892	1
22690	1
226923	1
22694	1
226961	1
227041	1
227158	1
227214	1
227222	1
227284	1
227330	1
227374	1
227544	1
22762	1
227645	1
227692	1
227899	1
227931	1
227954	1
228030	1
228031	1
228179	1
228190	1
228226	1
228236	1
22826	1
228282	1
228344	1
22836	1
22842	1
228469	1
228498	1
228543	1
22856	1
228602	1
228656	1
228688	1
22869	1
228710	1
228722	1
228724	1
228732	1
228745	1
228776	1
228926	1
228934	1
228942	1
228975	1
229044	1
229189	1
229222	1
229256	1
229274	1
229279	1
229384	1
229393	1
229411	1
229474	1
229558	1
229597	1
229703	1
229718	1
22979	1
229868	1
229889	1
229916	1
229918	1
229956	1
23	430
230036	1
230078	1
230184	1
230186	1
230225	1
230425	1
230439	1
230457	1
230516	1
230573	1
230589	1
230653	1
230773	1
230818	1
230890	1
230891	1
230911	1
230980	1
231054	1
231090	1
231091	1
231112	1
231119	1
231143	1
231145	1
23115	1
231164	1
231172	1
231245	1
231260	1
231286	1
231287	1
231345	1
231387	1
231466	1
231488	1
231489	1
231556	1
231573	1
231599	1
231721	1
231810	1
231900	1
232012	1
232065	1
232079	1
232084	1
232185	1
232224	1
232350	1
232364	1
232535	1
232576	1
232705	1
23274	1
232774	1
232797	1
23293	1
233034	1
233095	1
233105	1
233273	1
233282	1
233299	1
233304	1
233317	1
233359	1
233372	1
233393	1
233457	1
233558	1
233620	1
233697	1
233839	1
233865	1
233903	1
233999	1
234058	1
234061	1
234111	1
234123	1
234209	1
234470	1
23456	1
23459	1
234637	1
23464	1
234696	1
234705	1
234749	1
234773	1
234824	1
23488	1
235087	1
235251	1
235258	1
235312	1
235342	1
23541	1
235477	1
235612	1
23563	1
235632	1
235795	1
235988	1
236001	1
236028	1
236128	1
236214	1
23627	1
236291	1
236302	1
236306	1
23635	1
236376	1
236390	1
23647	1
236493	1
236583	1
236704	1
236723	1
236967	1
237003	1
237020	1
237051	1
237062	1
237063	1
237067	1
237173	1
237177	1
237199	1
237223	1
23725	1
23727	1
237289	1
237329	1
237336	1
237360	1
237362	1
237405	1
237432	1
237515	1
237543	1
237582	1
237595	1
237612	1
237698	1
237849	1
23786	1
23789	1
237967	1
238193	1
238215	1
238243	1
238334	1
238412	1
238415	1
238416	1
238437	1
238461	1
238478	1
238555	1
238558	1
238564	1
238568	1
238598	1
238654	1
238745	1
238778	1
238795	1
238824	1
238877	1
238914	1
238958	1
238970	1
238989	1
239041	1
239127	1
239252	1
239253	1
239279	1
239284	1
239390	1
239412	1
239510	1
239511	1
23959	1
23983	1
239929	1
239976	1
239987	1
24	362
24013	1
240151	1
240165	1
240172	1
240269	1
240349	1
24035	1
240372	1
240374	1
240430	1
240432	1
240465	1
240516	1
240537	1
240538	1
240549	1
240569	1
240585	1
240804	1
240832	1
240860	1
240864	1
240888	1
240905	1
240913	1
240959	1
24104	1
241042	1
24105	1
241060	1
241074	1
241086	1
241203	1
241220	1
241356	1
241379	1
241446	1
241509	1
241520	1
24157	1
241610	1
241726	1
241732	1
241814	1
241837	1
241865	1
241905	1
241911	1
242070	1
242080	1
242172	1
242175	1
242224	1
242288	1
242359	1
242381	1
242443	1
242523	1
242696	1
242728	1
24273	1
242763	1
242784	1
242825	1
242828	1
242840	1
242930	1
242943	1
242976	1
243061	1
24320	1
243240	1
243274	1
243317	1
243334	1
243376	1
243418	1
243445	1
243466	1
243528	1
243587	1
243609	1
243625	1
243681	1
243702	1
243857	1
243864	1
243893	1
243951	1
243971	1
244001	1
24404	1
244090	1
244145	1
244236	1
244240	1
244256	1
244266	1
244275	1
244386	1
244420	1
244422	1
244517	1
244576	1
244593	1
244632	1
244659	1
244724	1
244744	1
244868	1
244928	1
244962	1
245023	1
245029	1
245067	1
245075	1
245098	1
245109	1
245113	1
24512	1
245141	1
245146	1
245153	1
245189	1
245206	1
245230	1
24528	1
24530	1
245303	1
245332	1
24538	1
245393	1
245459	1
245492	1
245544	1
245554	1
245628	1
245753	1
245832	1
245898	1
245967	1
246024	1
246026	1
24604	1
246175	1
246218	1
246235	1
246244	1
24629	1
246390	1
246410	1
246441	1
246455	1
24652	1
246536	1
246589	1
246614	1
246641	1
246650	1
246665	1
246740	1
246761	1
246827	1
246830	1
246846	1
246869	1
246940	1
24695	1
246965	1
247043	1
247098	1
247182	1
247221	1
247348	1
247415	1
247433	1
247445	1
247573	1
247598	1
247614	1
24763	1
247658	1
247716	1
247718	1
247746	1
247755	1
247759	1
24777	1
247870	1
247983	1
248086	1
248164	1
248236	1
248308	1
248343	1
248400	1
248464	1
24851	1
248520	1
248564	1
24867	1
248672	1
248690	1
24871	1
248711	1
248808	1
248848	1
248920	1
248922	1
248958	1
24899	1
249089	1
249112	1
249115	1
249119	1
249124	1
249298	1
249305	1
24950	1
249522	1
249551	1
249658	1
249688	1
249854	1
249892	1
249908	1
249914	1
249928	1
249970	1
25	382
250012	1
250035	1
250044	1
250065	1
250067	1
250126	1
250172	1
250190	1
250197	1
250215	1
25025	1
250258	1
250452	1
250453	1
250455	1
250466	1
250468	1
250502	1
250506	1
250576	1
250596	1
250665	1
250698	1
250756	1
250777	1
250863	1
250953	1
25098	1
251122	1
251224	1
251227	1
251260	1
251277	1
251283	1
251289	1
